Artikelnummer (AR+[ID])	Artikelnummer Systemfremd	Artikelgruppe	Artikelname Vermietung	Artikelkurzbeschreibung Vermietung	Vermietpreis Min	Vermietpreis Soll	Vermietpreis UVP	Artikelname Verkauf	Artikelkurzbeschreibung Verkauf	Herstellerfirma	Verkaufpreis Min	Verkaufpreis Soll	Verkaufpreis UVP	ArtikelSeriennummer	Equipments	Eigene Equipments	Anzahl fremde Equipments	In Werkstatt	Equipments verkauft	EK netto	Anmietpreis	H?he [mm]	Breite [mm]	L?nge [mm]	Gewicht [kg]	Anschlussleistung [W]	
AR178	 - 	Transport	T4 - MB Sprinter EL o.Ã¤.	1. EU-RQ 3958 12.04.24-18.04.24  6 Tage, 89,00€ Tag Km Stand Abfahrt 49558  Km Stand Rückgabe 52519 Gefahrene km  2961 MAN TGE 3.140 K 2. Haftungsreduzierung auf 250€ 6,00 Tage  15€ Tag x 6  =90,00 € 3. Weiterberechung AdBlue 2961,0 Stück 0,03 €  88,83€ 4. Auslandsfahrt Österreich + Italien 1,00 X 63,00 € = 63,03 € 5. Zusatzkilometer 1761,0 X 0,18  = 316,98 €     	 - 	2000	 - 	PKW Sprinter XXL	PKW Sprinter XXL	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	0.0	 - 	 - 	 - 	 - 	0.000	0
AR179	 - 	Transport	PKW Sprinter XXL	1 FLEX Firmenkunden 10,00 Tage 89,00 € 890 Genutzte Fahrzeuge Renaultmaster Kennz/KFZ  EU-RQ 371 Abfahrt:  2 3 0 8 5 km Ankunft: 2 4 7 6 1km Gefahren: 1676 km 2 Haftungsreduzierung Gold 10,00 Tage 34,29 € 342,86 € 300 EUR SB 3 Auslandsfahrten Zone 2 1,00 X 42,02 € 42,02 €   	 - 	1274.00	 - 	PKW Sprinter XXL	PKW Sprinter XXL	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	1358.36	 - 	 - 	 - 	 - 	0.000	0
AR180	 - 	Transport	Alieferung/Abholung	Anlieferung Köln Abholung Düsseldorf 	 - 	120	 - 	Spritkosten	 - 	NULL	 - 	170	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR211	 - 	Transport	Fahrzeug VW Touran 1.5 TSI 11 o. Ã¤hnlich	Fahrzeug VW Touran 1.5 TSI 11 o. ähnlich 	860,00	860,00	 - 	Fahrzeug VW Touran 1.5 TSI 11 o. Ã¤hnlich	Fahrzeug VW Touran 1.5 TSI 11 o. ähnlich	NULL	 - 	 - 	 - 	 - 	860	860	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR249	 - 	Transport	Sprit/ Transport	Sprit/ Transport	 - 	2400	 - 	Sprit/ Transport	Sprit/ Transport	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	0.0	 - 	 - 	 - 	 - 	0.000	0
AR254	 - 	Transport	MB V-Klasse	1 V4P - MB V-Klasse 7/8-S o.ä. 2,00 Tage 2 Haftungsreduzierung Gold 2,00 Tage SB 0,00	 - 	401	 - 	PKW KLasse 4 Mercedes Vito 8-9 Sitzer	PKW KLasse 4 Mercedes Vito 8-9 Sitzer	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	0.0	 - 	 - 	 - 	 - 	0.000	0
AR267	 - 	Transport	Transporter  MB T3	1 FLEX Firmenkunden 7,00 Tage 89,00 Tag. 623,00 € Fahrer : Tkachenko,Ilja Genutzte Fahrzeuge:  Kennz/KFZ     EU-QQ 2729 / MAN TGE 3.140   Abfahrt   27.05.24  Ankunft  02.06.24 26  kmAb  26  kmAn 1605 gefahren 1631  Zusatzkilometer 805,00 X 0,21 € = 169,13   	 - 	792.13	 - 	Transporter Citroen Jumper  inkl. Spritkosten	Transporter Citroen Jumper  inkl. Spritkosten	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	0.0	 - 	 - 	 - 	 - 	0.000	0
AR278	 - 	Transport	PKW KLASSE 5 BMW 5	PKW KLASSE 5 BMW 5 Haftungsreduzierung auf 0,00€	 - 	110,00	 - 	PKW KLASSE 5 BMW 5 Haftungsreduzierung auf 0,00â‚¬	PKW KLASSE 5 BMW 5 Haftungsreduzierung auf 0,00€	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR284	 - 	Transport	Anlieferung MÃ¶nchengladbach	Anlieferung Mönchengladbach	 - 	40	 - 	Anlieferung MÃ¶nchengladbach	Anlieferung Mönchengladbach	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR344	 - 	Transport	Transport  inkl. Spritkosten	Transporter   inkl. Spritkosten  für 1168 km 0,50€/km	 - 	584	 - 	Transporter   inkl. Spritkosten	Transporter   inkl. Spritkosten	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	0.0	 - 	 - 	 - 	 - 	0.000	0
AR650	 - 	Transport	Anfahrtkosten 	Anfartkosten	 - 	 - 	 - 	Anfartkosten	Anfartkosten	NULL	 - 	35,00	 - 	 - 	2	0	2	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR705	 - 	Transport	Anlieferung/ Abholung durch AED *	Anlieferung/ Abholung durch AED * Anlieferung 22.06. 14:00 Abholung 26.06.  12:00	 - 	500	 - 	Anlieferung/ Abholung durch AED *	Anlieferung/ Abholung durch AED * Anlieferung 22.06. 14:00 Abholung 26.06.  12:00	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	500	 - 	 - 	 - 	 - 	0.000	0
AR708	 - 	Transport	Versand	Versand	 - 	 - 	 - 	Versand	Versand	NULL	 - 	12.9	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR819	 - 	Transport	Transporter T4 /MB, Iveco o.a.	1 FLEX Firmenkunden 6,00 Tage 4 Genutzte Fahrzeuge:  Abfahrt.    Ankunft.    kmAb    kmAn gefahren  Kennz/ 16.04.24   22.04.24   66361   68671 2310        EU-RQ 2782  2 Haftungsreduzierung auf 250€ 6,00 Tage 75,63 €  Moll Tarif Haftungsreduzierung auf 250€  	 - 	764	 - 	Transporter T3 /MB, Iveco o.a.	1 T3 - MB Sprinter ML o.ä. 4,00 Tage 2 Versicherungspaket Business 4,00 Tage 9,50 € 3 Weiterberechung AdBlue 2000,0  4 Zusatzkilometer 1200,0  KM gefahren(2000) - KM frei(1000) = 1000	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	0.0	 - 	 - 	 - 	 - 	0.000	0
AR890	 - 	Transport	Transport HinRÃ¼ck mit LKW 12t	Transport HinRück mit LKW 12t	0.0	700	0.0	Transport HinRÃ¼ck mit LKW 3,5t, pauschal	Transport HinRück mit LKW 12t	NULL	0.0	0.0	0.0	 - 	1	1	0	0	0	0.0	 - 	0.0	0.0	0.0	0.000	0
AR918	 - 	Transport	Parking FlÃ¼ghafen	Parking Flüghafen	0.0	55	0.0	Parking FlÃ¼ghafen	Parking Flüghafen	NULL	0.0	0.0	0.0	 - 	1	0	1	0	0	0.0	 - 	0.0	0.0	0.0	0.000	0
AR926	 - 	Transport	AutobahngebÃ¼hren Frankreich	Autobahngebühren Frankreich	0.0	32	0.0	AutobahngebÃ¼hren Frankreich	Autobahngebühren Frankreich	NULL	0.0	0.0	0.0	 - 	1	0	1	0	0	0.0	 - 	0.0	0.0	0.0	0.000	0
AR88	 - 	TransportgerÃ¤te	7,5 to. LKW - Transport	LKW 7,5 Tonnen für Transportwege inkl. Fahrer zzgl. Sprit	250	300	350	7,5 to. LKW - Transport	LKW 7,5 Tonnen für Transportwege inkl. Fahrer  zzgl. Sprit	NULL	 - 	 - 	 - 	 - 	2	0	2	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR59	 - 	Traversen	 F34 200cm Traverse	 F34 200cm Traverse Durchmesser Hauptrohr  50 mm Wandstärke Hauptrohr  2 mm 	6	12	15	 F34 200cm Traverse	 F34 200cm Traverse Durchmesser Hauptrohr  50 mm Wandstärke Hauptrohr  2 mm 	NULL	 - 	 - 	 - 	 - 	40	40	0	0	0	0.0	 - 	290	290	2000	15.000	0
AR83	 - 	Traversen	 F34 150cm Traverse	 F34 150cm Traverse	5	6	10	F34 150cm Traverse	 F34 150cm Traverse	NULL	 - 	 - 	 - 	 - 	10	10	0	0	0	 - 	 - 	290	250	1500	13.600	0
AR84	 - 	Traversen	Beamz, Bodenplatte 60x60cm	Beamz, Bodenplatte 60x60cm	10	15	20	Beamz, Bodenplatte 60x60cm	Beamz, Bodenplatte 60x60cm	NULL	 - 	 - 	 - 	 - 	10	10	0	0	0	0.0	 - 	10	600	600	28.500	0
AR103	 - 	Traversen	Global Truss F34 200cm	Aluminiumtraverse mit 2m LängeRohrdurchmesser 50 mmWandstärke 2 mminkl. einem Konusverbindersatz und R-Clips	7	10	15	Global Truss F34 200cm	Aluminiumtraverse mit 2m LngeRohrdurchmesser 50 mmWandstrke 2 mminkl. einem Konusverbindersatz und R-Clips	NULL	 - 	 - 	 - 	 - 	20	20	0	0	0	 - 	 - 	29	29	2000	14.000	0
AR104	 - 	Traversen	Global Truss F34 100cm	Aluminiumtraverse mit 1m LngeRohrdurchmesser 50 mmWandstrke 2 mminkl. einem Konusverbindersatz und R-Clips	5	7	10	Global Truss F34 100cm	Aluminiumtraverse mit 1m LngeRohrdurchmesser 50 mmWandstrke 2 mminkl. einem Konusverbindersatz und R-Clips	NULL	 - 	 - 	 - 	 - 	10	10	0	0	0	 - 	 - 	29	29	1000	8.000	0
AR105	 - 	Traversen	Global Truss F34 300cm Traverse	Aluminiumtraverse mit 3m LängeRohrdurchmesser 50 mmWandstärke 2 mminkl. einem Konusverbindersatz und R-Clips	12	15	25	Global Truss F34 300cm Traverse	Aluminiumtraverse mit 3m LängeRohrdurchmesser 50 mmWandstärke 2 mminkl. einem Konusverbindersatz und R-Clips	NULL	 - 	 - 	 - 	 - 	24	24	0	0	0	 - 	 - 	290	290	3000	19.000	0
AR228	 - 	Traversen	P30-C21 Truss 2-way corner 90Âº***	P30-C21 Truss 2-way corner 90º Length  0.5m Main Tubes  50 x 2mm Braces  16 x 2mm Alloy  EN-AW 6082 T6 Dimensions  50 x 50 x 29cm Weight  4.7kg	 - 	 - 	 - 	P30-C21 Truss 2-way corner 90Âº	P30-C21 Truss 2-way corner 90º Length  0.5m Main Tubes  50 x 2mm Braces  16 x 2mm Alloy  EN-AW 6082 T6 Dimensions  50 x 50 x 29cm Weight  4.7kg	NULL	 - 	100	130	 - 	4	4	0	0	0	85.95	 - 	 - 	 - 	 - 	0.000	0
AR229	 - 	Traversen	P30-L400 Truss 4,0m***	P30-L400 Truss 4,0m Length  4.0m Main Tubes  50 x 2mm Braces  16 x 2mm Alloy  EN-AW 6082 T6 Dimensions  290 x 290mm Weight  18.9kg	 - 	 - 	 - 	P30-L400 Truss 4,0m	P30-L400 Truss 4,0m Length  4.0m Main Tubes  50 x 2mm Braces  16 x 2mm Alloy  EN-AW 6082 T6 Dimensions  290 x 290mm Weight  18.9kg	NULL	 - 	250.00	 - 	 - 	6	0	6	0	0	189	 - 	 - 	 - 	 - 	18.900	0
AR230	 - 	Traversen	P30-L200 Truss 2,0m***	P30-L200 Truss 2,0m Length  2.0m Main Tubes  50 x 2mm Braces  16 x 2mm Alloy  EN-AW 6082 T6 Dimensions  290 x 290mm Weight  10.1kg	 - 	 - 	 - 	P30-L200 Truss 2,0m	P30-L200 Truss 2,0m Length  2.0m Main Tubes  50 x 2mm Braces  16 x 2mm Alloy  EN-AW 6082 T6 Dimensions  290 x 290mm Weight  10.1kg	NULL	 - 	180.00	 - 	 - 	6	6	0	0	0	112.95	 - 	 - 	 - 	 - 	10.100	0
AR261	 - 	Traversen	Showtec 50mm Slimline Halfcoupler100***	Showtec 50mm Slimline Halfcoupler100	 - 	 - 	 - 	Showtec 50mm Slimline Halfcoupler100	Showtec 50mm Slimline Halfcoupler100	NULL	 - 	6.50	 - 	 - 	10	10	0	0	0	3.75	 - 	 - 	 - 	 - 	0.000	0
AR307	 - 	Traversen	Traverse Prolyte H30V, 4 Gurt 3m***	Traverse Prolyte H30V, 4 Gurt 3m	 - 	 - 	 - 	Traverse Prolyte H30V, 4 Gurt 3m	Traverse Prolyte H30V, 4 Gurt 3m	NULL	 - 	 - 	 - 	 - 	6	0	6	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR309	 - 	Traversen	Traverse Prolyte H30V, 4 Gurt 1m***	Traverse Prolyte H30V, 4 Gurt 1m	 - 	 - 	 - 	Traverse Prolyte H30V, 4 Gurt 1m	Traverse Prolyte H30V, 4 Gurt 1m	NULL	 - 	 - 	 - 	 - 	12	0	12	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR310	 - 	Traversen	Bodenplatte fÃ¼r Prolyte H30/H40, 440x440x8mm	Bodenplatte fu&#776;r Prolyte H30/H40, 440x440x8mm3	 - 	 - 	 - 	Bodenplatte fÃ¼r Prolyte H30/H40, 440x440x8mm	Bodenplatte fu&#776;r Prolyte H30/H40, 440x440x8mm3	NULL	 - 	 - 	 - 	 - 	6	0	6	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR311	 - 	Traversen	Bodenplatte fÃ¼r Prolyte H30/H40/S52, 880x880	Bodenplatte fu&#776;r Prolyte H30/H40/S52, 880x880x8mm3	 - 	 - 	 - 	Bodenplatte fÃ¼r Prolyte H30/H40/S52, 880x880	Bodenplatte fu&#776;r Prolyte H30/H40/S52, 880x880x8mm3	NULL	 - 	 - 	 - 	 - 	6	0	6	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR423	 - 	Traversen	P30 Tower 1,0 with white lycra	P30 Tower 1,0 with white lycra	15	17.5	20	P30 Tower 1,0 with white lycra	P30 Tower 1,0 with white lycra	NULL	 - 	 - 	 - 	 - 	6	6	0	0	0	 - 	 - 	290	290	1000	26.000	0
AR429	 - 	Traversen	Traversenplatte 30x30	Traversenplatte 30x30	10	15	20	Traversenplatte 30x30	Traversenplatte 30x30	NULL	 - 	 - 	 - 	 - 	26	26	0	0	0	 - 	 - 	20	300	300	4.000	0
AR431	 - 	Traversen	TrusszubehÃ¶r Case	Trusszubehör Case	 - 	10,00	 - 	TrusszubehÃ¶r Case	Trusszubehör Case	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR445	 - 	Traversen	Global Truss Boxcorner FD 34	Konstruktionsteil, zum Verbinden von zwei oder mehreren Traversenstücken 	15	20	25	Global Truss Boxcorner FD 34	Konstruktionsteil, zum Verbinden von zwei oder mehreren Traversenstücken 	NULL	 - 	 - 	 - 	 - 	14	14	0	0	0	0.0	 - 	290	290	290	7.000	0
AR454	 - 	Traversen	ALUTRUSS Bodenplatte  80x80 40 kg	ALUTRUSS Bodenplatte  80x80 40 kg	7.5	10	15	ALUTRUSS Bodenplatte  80x80 40 kg	ALUTRUSS Bodenplatte  80x80 40 kg	NULL	 - 	 - 	 - 	 - 	8	8	0	0	0	 - 	 - 	40	800	800	40.000	0
AR539	 - 	Traversen	Global Truss F34 50cm Traverse	Global Truss F34 50cm Traverse	6	8	10	Global Truss F34 50cm Traverse	Global Truss F34 50cm Traverse	NULL	6	10	12.5	 - 	10	10	0	0	0	 - 	 - 	500	290	290	0.000	0
AR540	 - 	Traversen	Global Truss Trussaufnehmer doppelt drehbar Black	Kompatibel: 48-51mm Breite: 50mm Zugbelastung: 500kg 	0.5	1	1.5	Global Truss Trussaufnehmer doppelt drehbar Black	Kompatibel: 48-51mm Breite: 50mm Zugbelastung: 500kg 	NULL	 - 	 - 	 - 	 - 	20	20	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR552	 - 	Traversen	P30 Tower 1,5 with white lycra	P30 Tower 1,5 with white lycra	15	17.5	20	P30 Tower 1,5 with white lycra	P30 Tower 1,5 with white lycra	NULL	 - 	 - 	 - 	 - 	4	4	0	0	0	259.87	 - 	290	290	1500	29.000	0
AR553	 - 	Traversen	P30 Tower 2,0 with white lycra***	P30 Tower 2,0 with white lycra	15	17.5	20	P30 Tower 2,0 with white lycra	P30 Tower 2,0 with white lycra	NULL	 - 	 - 	 - 	 - 	4	4	0	0	0	259.87	 - 	290	290	2000	31.000	0
AR752	 - 	Traversen	Traverse Prolyte H30V, 4 Gurt 0,25m	Traverse Prolyte H30V, 4 Gurt 0,25m	 - 	10	 - 	Traverse Prolyte H30V, 4 Gurt 0,25m	Traverse Prolyte H30V, 4 Gurt 0,25m	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR753	 - 	Traversen	Traverse Prolyte H30V, 4 Gurt 0,5m	Traverse Prolyte H30V, 4 Gurt 0,5m	 - 	10	 - 	Traverse Prolyte H30V, 4 Gurt 0,5m	Traverse Prolyte H30V, 4 Gurt 0,5m	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR754	 - 	Traversen	Traverse Prolyte H30V, 4 Gurt 1m	Traverse Prolyte H30V, 4 Gurt 1m	 - 	10	 - 	Traverse Prolyte H30V, 4 Gurt 1m	Traverse Prolyte H30V, 4 Gurt 1m	NULL	 - 	 - 	 - 	 - 	2	2	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR755	 - 	Traversen	Bodenplatte fÃ¼r Prolyte	Bodenplatte für Prolyte H30/H40/S52, 880x880x8mm³	 - 	10	 - 	Bodenplatte fÃ¼r Prolyte	Bodenplatte für Prolyte H30/H40/S52, 880x880x8mm³	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR756	 - 	Traversen	Kopfplatte fÃ¼r Prolyte H30	Kopfplatte für Prolyte H30 für Projektoren mit Flugrahmen. 290x290x5mm³	 - 	10	 - 	Kopfplatte fÃ¼r Prolyte H30	Kopfplatte für Prolyte H30 für Projektoren mit Flugrahmen. 290x290x5mm³	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR757	 - 	Traversen	Trusspin fÃ¼r Prolyte H/X Traversen	Trusspin für Prolyte H/X Traversen	 - 	0.5	 - 	Trusspin fÃ¼r Prolyte H/X Traversen	Trusspin für Prolyte H/X Traversen	NULL	 - 	 - 	 - 	 - 	100	100	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR758	 - 	Traversen	Federstecker 605-1 fÃ¼r CCS6-603	Federstecker 605-1 für CCS6-603	 - 	0.2	 - 	Federstecker 605-1 fÃ¼r CCS6-603	Federstecker 605-1 für CCS6-603	NULL	 - 	 - 	 - 	 - 	100	100	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR785	 - 	Traversen	1 Punkt Traverse / Pipe 1m	1 Punkt Traverse / Pipe 1m	 - 	 - 	 - 	1 Punkt Traverse / Pipe 1m	1 Punkt Traverse / Pipe 1m	NULL	 - 	0,5	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR873	 - 	Traversen	EP X4K-30 B 1/8 /FA	Traverse Expotruss X4K-30 schwarz, 1/8 Kreissegment 6m Durchmesser	0.0	70	0.0	EP X4K-30 B 1/8 /FA	Traverse Expotruss X4K-30 schwarz, 1/8 Kreissegment 6m Durchmesser	NULL	0.0	0.0	0.0	 - 	8	0	8	0	0	35	 - 	0.0	0.0	0.0	16.000	0
AR899	 - 	Traversen	 Konstruktiv fÃ¼r  Ledwand  4x2,5m	 Konstruktiv für  Ledwand  4x2,5m	0.0	400	0.0	 Konstruktiv fÃ¼r  Ledwand  4x2,5m	 Konstruktiv für  Ledwand  4x2,5m	NULL	0.0	0.0	0.0	 - 	1	0	1	0	0	0.0	 - 	0.0	0.0	0.0	0.000	0
AR920	 - 	Traversen	F34 25cm Traverse	F34 25cm Traverse	0.0	10	0.0	F34 25cm Traverse	F34 25cm Traverse	NULL	0.0	0.0	0.0	 - 	2	0	2	0	0	0.0	 - 	250	300	300	3.000	0
AR939	 - 	Traversen	P30 Truss Conn.Set 4 couplers, 8 cl	P30 Truss Conn.Set 4 couplers, 8 cl	0.0	0.0	0.0	P30 Truss Conn.Set 4 couplers, 8 cl	P30 Truss Conn.Set 4 couplers, 8 cl	NULL	0.0	41	0.0	 - 	8	0	8	0	0	28.07	 - 	0.0	0.0	0.0	0.000	0
AR954	 - 	Traversen	Schwergewicht, 40 kg	Schwergewicht, 40 kg	0.0	10	0.0	Schwergewicht, 40 kg	Schwergewicht, 40 kg	NULL	0.0	0.0	0.0	 - 	8	0	8	0	0	0.0	 - 	30	30	8	35.000	0
AR966	 - 	Traversen	Bodenplatte Truss  80x80 85 kg	Bodenplatte Truss  80x80 85 kg	15	20	25	ALUTRUSS Bodenplatte  80x80 40 kg	Bodenplatte Truss  80x80 85 kg	NULL	0.0	0.0	0.0	 - 	8	8	0	0	0	0.0	 - 	40	800	800	85.000	0
AR967	 - 	Traversen	Pro-30 Square Truss 500mm	Pro-30 Square Truss QTF500 - 500 mm - silver - F	0.0	10	0.0	Pro-30 Square Truss 500mm	Pro-30 Square Truss QTF500 - 500 mm - silver - F	NULL	0.0	0.0	0.0	 - 	6	6	0	0	0	96.00	 - 	300	300	500	3.900	0
AR972	 - 	Traversen	Spacer 105mm female stage black	Spacer 105mm female stage black	0.0	3	0.0	Spacer 105mm female stage black	Spacer 105mm female stage black	NULL	0.0	0.0	0.0	 - 	16	0	16	0	0	10.91	 - 	0.0	0.0	105	0.000	0
AR987	 - 	Traversen	 R-Clip   Globaltruss 	R-Clip passend für Bolzen F32 - F44 	0.0	0.2	0.0	 R-Clip   Globaltruss 	R-Clip passend für Bolzen F32 - F44	NULL	0.0	0.5	0.0	 - 	30	0	30	0	0	0.26	 - 	0.0	0.0	0.0	0.000	0
AR988	 - 	Traversen	Sicherungsbolzen	Sicherungsbolzen	0.0	0.3	0.0	Sicherungsbolzen	Sicherungsbolzen	NULL	0.0	2.5	0.0	 - 	16	0	16	0	0	1.25	 - 	0.0	0.0	0.0	0.000	0
AR923	 - 	Verbrauchsmaterial	Gaffer Tape Black	schweres Baumwollklebeband mit starken Haft- und Zugeigenschaften - wei	0.0	14.9	0.0	Gaffa Schwarz Matt	Advanced AT 202	NULL	0.0	0.0	0.0	 - 	1	0	1	0	0	0.0	 - 	0.0	0.0	0.0	0.000	0
AR924	 - 	Verbrauchsmaterial	Gaffer Tape Color	schweres Baumwollklebeband mit starken Haft- und Zugeigenschaften - Color	0.0	14.9	0.0	Gaffa Color 	Gaffa Color 	NULL	0.0	14.9	0.0	 - 	1	0	1	0	0	0.0	 - 	0.0	0.0	0.0	0.000	0
AR2	 - 	Videobeamer	Epson  EB-W 41	Epson EB-W 41 WXGA-Projektor	45	55	60	Epson EB-W 41 WXGA-Projektor	Epson EB-W 41 WXGA-Projektor	Epson	 - 	 - 	 - 	 - 	1	1	0	0	0	549.00	 - 	 - 	 - 	 - 	2.500	282
AR33	 - 	Videobeamer	CHRISTIE Roadie HD+30K 	Display Technology and Resolution  3-chip 1.25" DLP® 2048 x 1080 Brightness  30,000 ANSI lumens (± 10%) 90% brightness uniformity across the screenInputs,  Control & Networking  RGBHV/YPbPr: 5 BNC DVI-I: analog/digital RGB/YPbPr (HDCP) Two option slots for analog/digital modules One composite video, one S-Video 3 RS-232 ports and 1 RS-422 ports On-board ChristieNET™ connectivity (RJ45) IR remote, built-in backlit keypad/status display	1700	2200	2500	CHRISTIE Roadie HD+30K 	Display Technology and Resolution  3-chip 1.25" DLP® 2048 x 1080 Brightness  30,000 ANSI lumens (± 10%) 90% brightness uniformity across the screenInputs,  Control & Networking  RGBHV/YPbPr: 5 BNC DVI-I: analog/digital RGB/YPbPr (HDCP) Two option slots for analog/digital modules One composite video, one S-Video 3 RS-232 ports and 1 RS-422 ports On-board ChristieNET™ connectivity (RJ45) IR remote, built-in backlit keypad/status display	NULL	 - 	 - 	 - 	 - 	2	2	0	0	0	 - 	 - 	653	1395	851	140.000	0
AR85	 - 	Videobeamer	CHRISTIE Roadie HD+20K 	Display Technology and Resolution  3-chip 1.25" DLP® 2048 x 1080 Brightness  20000 ANSI lumens (± 10%) 90% brightness uniformity across the screenInputs,  Control & Networking  RGBHV/YPbPr: 5 BNC DVI-I: analog/digital RGB/YPbPr (HDCP) Two option slots for analog/digital modules One composite video, one S-Video 3 RS-232 ports and 1 RS-422 ports On-board ChristieNET™ connectivity (RJ45) IR remote, built-in backlit keypad/status display	1000	1200	1450	CHRISTIE Roadie HD+30K 	Display Technology and Resolution  3-chip 1.25" DLP® 2048 x 1080 Brightness  20000 ANSI lumens (± 10%) 90% brightness uniformity across the screenInputs,  Control & Networking  RGBHV/YPbPr: 5 BNC DVI-I: analog/digital RGB/YPbPr (HDCP) Two option slots for analog/digital modules One composite video, one S-Video 3 RS-232 ports and 1 RS-422 ports On-board ChristieNET™ connectivity (RJ45) IR remote, built-in backlit keypad/status display	NULL	 - 	 - 	 - 	 - 	6	6	0	0	0	 - 	 - 	653	1395	851	140.000	0
AR214	 - 	Videobeamer	DLP Projektor Panasonic PT-DZ680	DLP Projektor Panasonic PT-DZ680 WUXGA, 6500lm Zoom-Objektiv fu&#776;r DLP-Projektor Panasonic PT-DZ6, WXGA 1,8-2,4:1	 - 	450	 - 	DLP Projektor Panasonic PT-DZ680	DLP Projektor Panasonic PT-DZ680 WUXGA, 6500lm Zoom-Objektiv fu&#776;r DLP-Projektor Panasonic PT-DZ6, WXGA 1,8-2,4:1	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	350	 - 	 - 	 - 	 - 	16.000	0
AR381	 - 	Videobeamer	Panasonic PT-DZ21KE	DLP Projektor Panasonic PT-DZ21KE, WUXGA, 20000lm	 - 	1500	 - 	Barco - HDX-W20	Barco - HDX-W20	NULL	 - 	 - 	 - 	 - 	4	0	4	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR746	 - 	Videobeamer	DLP Projektor Panasonic PT-DS 100XE, SXGA+, 10600l	DLP Projektor Panasonic PT-DS 100XE, SXGA+, 10600lm  PT-D REMOTEStück Fernbedienung für Panasonic PT-DS/DZ Projektoren 1 BEAMER REMOTE AD FEMALEStück Adapter Steuerleitung 3,5mm Klinke auf XLR female	 - 	650	 - 	DLP Projektor Panasonic PT-DS 100XE, SXGA+, 10600l	DLP Projektor Panasonic PT-DS 100XE, SXGA+, 10600lm  PT-D REMOTEStück Fernbedienung für Panasonic PT-DS/DZ Projektoren 1 BEAMER REMOTE AD FEMALEStück Adapter Steuerleitung 3,5mm Klinke auf XLR female	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR747	 - 	Videobeamer	Zoom-Objektiv fÃ¼r DLP-Projektor TD7 LE4 5,3-8,6	Zoom-Objektiv für DLP-Projektor Panasonic ab PT-D7x, 6,7-10,0:1 XGA / 5,3-8,6:1 SXGA / 5,0-8,0:1 SXGA+ / 4,6-7,4:1 HD	 - 	150	 - 	Zoom-Objektiv fÃ¼r DLP-Projektor	Zoom-Objektiv für DLP-Projektor Panasonic ab PT-D7x, 6,7-10,0:1 XGA / 5,3-8,6:1 SXGA / 5,0-8,0:1 SXGA+ / 4,6-7,4:1 HD	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
